0.3102487,0.3731782,0.22047287,0.19690564,0.30621675,0.22390231,0.12174747,0.07940605,0.14584357,0.07748335,0.07895132,0.28158474,9
0.19364834,0.19559282,0.19694547,0.23942226,0.19441602,0.22827458,0.3804964,0.23700553,0.3084935,0.15443106,0.17471004,0.2508967,4
0.565314,0.41420886,0.35133985,0.31309122,0.2993215,0.3115492,0.32015607,0.4344014,0.4549488,0.5180539,0.5667947,0.59295094,3
0.27561346,0.2999505,0.19607584,0.2229422,0.18254846,0.20166706,0.30352253,0.37546375,0.42088506,0.31340203,0.3289745,0.31063735,23
0.17116432,0.12545997,0.15890923,0.08010985,0.10325794,0.36549234,0.13751327,0.29260218,0.16646624,0.31457907,0.18181527,0.11588181,11
0.27005625,0.3117675,0.118019916,0.07627946,0.07143333,0.13722588,0.3689472,0.2094997,0.24091257,0.17884806,0.33916354,0.36442423,18
0.37193018,0.25458416,0.2055157,0.22567257,0.3190612,0.2777783,0.2480164,0.31483272,0.19252995,0.20632713,0.30404446,0.36266115,15
0.28509763,0.25649768,0.30243233,0.25304887,0.24844308,0.11568215,0.22512205,0.20124696,0.116572745,0.12585509,0.1846968,0.35067084,15
0.22899066,0.49749014,0.311781,0.13395987,0.11108945,0.11222468,0.10760569,0.16694462,0.34866634,0.3291441,0.29756021,0.21422347,4
0.37199402,0.3948835,0.29291362,0.38146296,0.21160749,0.22684188,0.15004587,0.18578117,0.25513464,0.27849042,0.3202378,0.24769415,8
0.18016993,0.3124204,0.4234061,0.29246315,0.19400047,0.14334966,0.16434306,0.17266837,0.31240925,0.550246,0.328378,0.24525632,10
0.50264496,0.336364,0.19971816,0.18990801,0.35801566,0.29684296,0.26352158,0.18556759,0.13257599,0.19507778,0.32217377,0.44533363,15
0.15811849,0.27938676,0.39127403,0.3629742,0.40830228,0.20356311,0.21969923,0.21839827,0.18869059,0.2874673,0.2073125,0.22665603,1
0.20771995,0.19962001,0.17811258,0.31388268,0.5702069,0.32895574,0.25048095,0.24206813,0.25397983,0.3251023,0.24011157,0.22447953,10
0.19061352,0.29839483,0.20320937,0.11640121,0.16340989,0.19624792,0.4656871,0.22867839,0.12116004,0.09550501,0.16257927,0.2863959,4
0.10655372,0.23050968,0.16236816,0.29821652,0.10177863,0.12810992,0.22852843,0.13497464,0.2838564,0.25727808,0.38765883,0.1572538,13
0.2203405,0.15548468,0.20937,0.22792768,0.13774475,0.16138287,0.27404672,0.54623866,0.39877972,0.3627144,0.33799505,0.23287801,12
0.1257115,0.14103974,0.24306642,0.22470368,0.29862064,0.45202395,0.51960444,0.6400644,0.43846625,0.33966696,0.1738476,0.10700872,17
0.67769295,0.41830772,0.3693061,0.46431887,0.14291906,0.07040067,0.07067582,0.18279861,0.13145092,0.17466961,0.37498927,0.45510128,7
0.37729043,0.3669845,0.37028745,0.23899075,0.16502589,0.15453327,0.36529192,0.26885968,0.21006238,0.31419966,0.34571704,0.40234393,10
0.32494357,0.29192755,0.31331044,0.2948231,0.23447941,0.24701057,0.2658513,0.3319347,0.33713415,0.33453918,0.36042973,0.32625753,22
0.21662834,0.13558507,0.1813057,0.2313823,0.40724894,0.25837994,0.231541,0.4832842,0.21260633,0.15239735,0.0946819,0.17757231,5
0.22996074,0.095383644,0.08080335,0.21081902,0.37392277,0.15601063,0.10238244,0.24119811,0.37269652,0.46056098,0.36677438,0.341103,1
0.28563544,0.24607421,0.10547938,0.10587592,0.09370238,0.27579007,0.5164058,0.20387766,0.209349,0.14198369,0.2629779,0.28066292,18
0.115046635,0.1800374,0.20830928,0.2170087,0.41643313,0.20940493,0.14993268,0.066914625,0.24595301,0.5385874,0.20732605,0.14858246,0
0.27761966,0.4537319,0.35608485,0.2925887,0.28422678,0.15543517,0.16747174,0.13970171,0.19682851,0.21315454,0.24414086,0.26002747,1
0.08602533,0.23747164,0.20532805,0.22720002,0.40386027,0.16264048,0.18572733,0.11838052,0.26700065,0.3461803,0.14632027,0.0817185,19
0.16831021,0.30119023,0.1706886,0.2032889,0.36002246,0.15637282,0.19657587,0.17333701,0.3413238,0.40123945,0.19400413,0.1488371,9
0.0806574,0.30476287,0.32989997,0.10299838,0.15915897,0.1585833,0.33930275,0.16021818,0.09387339,0.23792364,0.091834284,0.15254126,5
0.23588663,0.15519401,0.35835034,0.30545586,0.23939143,0.39599437,0.1507053,0.19184542,0.120806724,0.19326782,0.3289089,0.15510969,21
0.69368654,0.445439,0.2780384,0.28194,0.35038668,0.36850962,0.1982363,0.15648732,0.17566101,0.1837454,0.3064573,0.47451895,10
0.29169467,0.3405308,0.3061777,0.31638113,0.199188,0.14751498,0.106110305,0.14458129,0.343744,0.34643584,0.38816658,0.30070826,4
0.057281524,0.18278724,0.20357513,0.12514773,0.3357812,0.19270624,0.32281724,0.14754084,0.110987365,0.31266785,0.10435536,0.12776035,5
0.1299637,0.20327455,0.27900156,0.4035701,0.28605843,0.33812675,0.33387288,0.25415635,0.24973954,0.17608228,0.24033563,0.15991664,18
0.24878216,0.22947617,0.29675913,0.26483038,0.18195175,0.17182614,0.2404683,0.44638717,0.38179788,0.32953757,0.39261013,0.29491857,12
0.70044774,0.37238976,0.17601614,0.21702653,0.0632975,0.06413194,0.11501504,0.25706288,0.19780673,0.16507241,0.2287787,0.4182907,7
